EncryptedText,Shift
"oAiPfzH,gSaHxrZ",18
"upNenpCsDyZsyZ,dyWnwyLbMhIbhI,9",9
"uwgio,acmou,6",14
"WKRmzt,DRYtga,7",3
"GPqyUg,PYzhDp,9",24
"auC lz,mgO xl,12",16
"bQbGOHGpLapooSe,eTeJRKJsOdsrrVh,3",3
"rTrEtnjI,uWuHwqmL,3",23
"rbwXcDO,tdyZeF",24
"FgGUkoK,MnNBrvR,7",19
"uxIlSpNGeqFV LsmATjS,loZcJgEXvhW",20
"XRalLp,VPyjJn,24",22
"YUoryU,KGadkG,12",7
"PbMOykuf, OaLNxjte,25",17
"RKouuBpxqrE,DWaggNbjcdQ,12",8
"aWGDTo,fBLIYt,5",7
"FKuMlwpCrBLkgpwp hi,CHrJitmZoYIhdmtm ef,23",25
"RKHFIupbLn,PIFDGsnzJl,24",5
"uTrHUm,kJhXKc,16",20
"QyPbDrFdBqwyX,AiZlNbPn",22
"ViHfPajexYZtlyhi,WjIgQbkfyZAumzi",8
"oASVibWKgnF,tFXAngBPlsK,5",23
PzCsreQCDAvnA,2
"DRFFBJNhnPpCNphx,THVVRZDxdFfSDfxn,16",20
"SCFvGUxbR KbjVBTl,CMP",23
"N OXYjpUUNJ,",16
"bljByOQYh,hrpHeUWEn,6",4
"yuqriEAzD vOijuWjwV,gcyzqMIhL dWqrcEreD,8",21
RUPgXlCyMUvxCIO,8
wYLdEcJjwJYczZEVir,2
"fBkpiH,kGpunM,5",19
AQVTbUYbNIxVJ,22
"oHKc qDAXgGWpnFKE,tM",4
"tixmcsTTgLKp,crgvlb",21
"pJitaVDaPqZYX,cWvgnIQn",3
GlmaKBsZwEGP,12
"pNkhAcecYFCDZJufei,lJgdWyayUBYZVFqbae",6
u gdYTOpCtqa,25
"ddtyvQmnaf,ggwbyTpqdi,3",11
"odAlZ bYOuUmyo,vkHsG iFVbBtfv,7",24
"lNko QW,vXuy AG,10",18
rziKAXvsljRlx,11
"yithTDcSAPbUKSGL,cmx",8
GAFnPJqsQMoa,19
"uIqgyoqFUIxc,fTbrjzbQFTin,11",5
"ozSPRbdRmpiDe,itMJLvx",4
"vGyRr MtUUERsEsJejVj,dOgZz Ub",24
"PnwTEwYvzukf,CajGRjLimhxs,13",1
"muFHMVE OYM,hpACHQZ JTH,21",2
"fQWpN,zKQjH,20",21
"bECMHIhGm,oRPZUVuTz,13",12
"aOEXuf,oCSLit",25
"QYajGDF,PXziFCE,25",18
"htcuT,pbkcB,8",13
"ATfbIvkoltK,XQcyFsh",21
"bcDyQuRFaM, abCxPtQEzL,25",15
"EPkngyIS  JcwZ, JUps",22
"phAfigbLxUXORX,jbUzcavFrORIL",7
"QXIGUdyGXjAKLu,UBMKYhcKBnEOPy,4",2
"FENaiDx,CBKxfAu,23",16
"VJakzGh,WKbl",25
"tptvhvlSFFEVZH,cyceqeuBOONEIQ,9",16
"JuqL SC,KvrM TD,1",22
"HGxkUKqf,FEv",5
"GSlBDuJeWZxKe,WI",10
"TQslrQLe,MJlek",10
"msLxM,yeXjY,12",23
"Dtkww,Eulxx,1",4
"VVOtctpPZkYqES,MMFktkgGQbPhVJ,17",20
"yufpe,okvfu,16",21
"BcPkBxdBdcPA,EfSnEagEgfSD,3",12
"fgRaDwKhKnpd,mnYhKdRoRuwk,",3
"lKkYFhtPQQkDM,gFfTAcoKLLfYH,21",12
"NNitCVVGnQ,OOjuDWWHoR,1",18
vUyTxqTLtMKQsleH p,20
uYKsVCVgTyYFrOqQ,14
"TtvMME,LlnEEW,18",5
"wHgVpGCjHdmm,nYxMgXTaYudd,17",23
"JTgVPubBeQb,WGtIChoOrDo,1",13
"bLbgxHyqEseyKxG,iSine",16
"ujhBVopeie,gvtNHabquq,12",1
"ulSbhsBWW,neLu",13
"QcfyaOMhkj,Kwzs",10
"fwrUNXer,sjeHAKre,13",5
"PMGSKjryLjn,MJDPHgo",21
"sanntKiIsGx,zhuuaR",15
"SqSGkfKCQpAmVDK,FdFT",4
"KpHxULJV jsM,MrJzWN",8
"iVTppMOMZf,lYWssPRPCi,3",17
"QzUHjA,LuPCeV,21",18
"WFIKoPM,AJMOsTQ,4",1
"VYAAFF,FIKKPP,10",20
"GngtWwlIJuybFVZD,YfylOodABmqtXNRV,18",8
"RuiOZIDDSImaFQIBr,DguALUPPE",17
"PLLrevHXUOTn J,DZZfsjVLICHb X,14",15
"ILAgSDuNbDwGMRYtULS,NQFlX",14
"TNIPPJ,WQLSSM,3",19
"IcsRiNXeN,Eyo",9
"pdmDe,thqHi,4",16
"XzHAcSpBLb,FhPIkAxJTj,8",18
"ZZJThKu,VVFPdGq,22",23
"PJYBwtL,SMBEzwO,3",23
"FHNIQL,UWCXFA,15",16
"klOEwTiSOL,zaDTlIxHDA,15",20
"LuqrihukSVoyxvSuKAVA,JsopgfsiQTmwvtQsI",25
"AYXwzJILqKXbDBw,HFEdgQPSxREiKId,7",18
"zFlQnzmekjHOMtaLUU,dJpUrdq",3
"WMUiFvbiYbNxOE da,KAIwTjpwMpBlC",22
"jPLhimqSnMnNYkFUs,gMIefjnPkJk",5
"gGWLh,uUKZv,14",18
"EvmYvZOlfOndTXRyX,Of",25
"pxdyRz bF,",21
"KyNpNZTHMYBKRwZtOkGo,",22
"soMUGjMrNigNWW,tpNVHkNsOj",14
"BXRTufH,PLFHitV,14",23
"LZokruioliLfSXD,FTielocifcFzMRX,20",9
"hTxgcNeSwsdEdVyi,aMqzvGxLplwXwOrb,19",20
"JdrruURCMAXup,HbppsSPAKYVsn,24",16
"mxaoLDGHfcmiAKLQSnk,ozcqNFIJheokCMNSUpm,2",11
"IUYyH,ZLPpY,17",24
"rROyeGdv,jJGqwYvn,18",23
"OyZSyLJCH,QaB",6
"oyHLO,fpYCF,17",11
"YXZaCIIhYkIcnemV,QPRsUAAzQcAufweN,18",8
"orrJpoz G,zccUazk ",12
"JlUcK,PrAiQ,6",4
"kVoLVQBhiRiQQdHbnj,bMfCMHSyzIzHHuYsea,17",4
"doRQsZmtXvSBXCKdu,zkNMoVipTrOXTYGzq,22",15
JVMYkhjiZT,20
"MVAkgSIVJgi,UDIsoAQDRoq,8",19
"ZCZCh,BEBEj,2",8
"idrsLNItAXSzVMe,avjkDFAlSPKr",8
"bfDPdnxfq jVzzwLB,swU",10
"xUwzCU,zWybEW,2",21
"KGOrdlKK,NJRugoNN,3",15
"srIcvj,yxOibp,6",22
"FfnkssqRHTcUhGjXhG,MmurzzxYOAjBoNqEoN,7",1
"sxadFfMGhahtY,chknPpWQrkrdI,10",11
"zRshqg Zve,cUvktj Cyh,3",1
"bZNNpwApDYCfxnquk,jHVVxeIxLGKnfvycs,8",19
"SDWsaWWrUoO,CNGckGGbEyY,10",1
"kvzWZC,ximJMP,13",8
"PfNbfYzocP, QgOcgZapdQ,1",1
"QLBjohsulUN,HC",11
"NvSxmX,OwTynY,1",22
"fxZbpvehXBe,e",18
"mIZWhhNxGErHj,vRIFqqWgPNaQs,9",3
"TOCDYSjV,BWKLGArD,8",14
"GSrfL,MYxlR,6",7
"vaiZlkCWtOJRd,diqHtsKEbWRZl,8",22
"WaHPkWUgnoINyGfY,AeLToAYkrsM",25
"kRWoJwPoVG,mTYqLyRqXI,2",2
"qivyxx qclHLnWJn,ewjmll eqzVZbKXb,14",17
"fVhoVaCmiXdcc,dTfmTyAkgVbaa,24",2
"yoHZT QyAl,h",17
lEYLIXSPdpHJpwpGRPb,3
"zWMskmfWGVpelrt VXC,kHXdvxqHRGapwce GIN",21
"RyEUmxJx,LsYOgrDr,20",11
"qHbbeZL I,hYssvQC Z,17",9
"HRRFnPnKoMzZnXGOh,EOOCkMkHlJwWkUD",19
"dFHfnBijv,zBDbjXefr,22",8
"JTaaqPEF BQQS FnxJrZ,VFmmcBQR NCCE R",11
"MJXJhcBAdvKW pVuBGBj,OLZLjeD",5
mCTncRmExONaOo,11
"EGMpLJOxprNs,YAGjFDIrjlHm,20",12
"ixXveiQWOGS,tiIgptBHZRD,",9
"LvNCmFb,IsKZjCy,23",20
"eciQmJ,ayeMiF,22",11
"RVpYva,BFzIfk,10",25
"O PRvsZBHKX XEajIc,H IKolSUADQ ",3
"IItyHADnpAxhaspjs,DD",25
"guyYaisaLet,jxbBdlvdOhw,3",25
zQOfeSwJI SDRcCQEa,15
"c VxQxKSiOW,o HjCjWEuAI,12",6
"TwJXbkT zOLJDyN,UxKYclU aPMKEzO,1",25
"AMpvLAjcBnvpItYe,JVyeUJslKweyRcHn,9",1
"JWUvhuMI,WJHiuhZV,13",6
BgTGwTXjld,7
lreVRuIcurBvE,11
"DwcbtQjTXXjYpIS,TmsrjGzJN",5
"BWXVTxpMF BgTpgWWb,ZUVTRvnKD ZeRneUU",15
"oxSVpLQjea,clGJdZExso,14",18
"Laufkj,Rgalqp,6",14
"AYrnwKwUkQKIplNcKF,GExtcQcAqWQOvrTiQL,6",1
"WhZPBdQniPHtbRGJNq, OzRHTvIfaHZltJYBF",24
TZELWySNZcMFA,18
"uFAByeItiOJvx,xID",18
"QVvAjrOgbLGuClmmsczZ,AFfKtb",20
"fvErtDWqiD,wmV",2
"QSCuiM,EGQiwA,14",1
"RcJShUvRyyZfrcnCkm,KvCLaNoKrrSykvgVdf,19",23
"tBparcrVFmHMTWQ,vDrctetXHoJOVY",20
"RCwHLGICovWtB,WHbMQLNHtaByG,5",15
"bPggXWWUUJvvYFjQxy,tHyyPOOMMBnnQXb",20
"WExvqq,PXqojj,19",7
"jSvgGCXreQ,fOrcCYTnaM,22",14
"wbXCVzYrlCq R,afBGZdCvpGu V",6
"QWyem,UAciq,4",2
"knhJVpMXZLXadr,zcwYKeBMOAMpsg,15",7
"rwyEm,mrtZh,21",18
"grqZmJ,jutCpM,3",21
"BBtraAUoNhJaj,KKcajJD",7
"UNauAlmyGbsse VrtDqX,G",22
"lFi pCH,hBe lYD,22",3
"wswakGO,tptxhDL,23",18
"fYgJGgswQEVdm,dWeHEequOCTbk,24",14
"bnFYXeItJWVarQIgFt,vhZSRyCnDQPulKCaZn,20",9
"TxEoypZCZfTkHxvCAdPK,CgNxhyILIoCtQge",10
"VZQIJNj, PTKCDHd,20",20
ebeVtFKEvEcouEQc,15
"hKxTPFkbyNR,gJwSOEjaxMQ,25",20
"HOAhfQ uLsBFhtJ,KRDkiT xOvEI",16
"dqJmvOUyjsoLGU,viBenGMqbkgDYM,18",22
"iXyxHX,hWxwGW,25",10
iOHVzpAqhXmtZmJ,15
"jlAjG cYBiJHekeOYMD,vxMvS oKNuVTqwqAKYP",21
"xeAXqMLK dJte,nuQNgCBA tZju,16",22
"nsGiWMbXjwNMZNluOC,ydRtHXmIuhYX",14
"djCHpVs,zfYDlRo,22",2
mJCSiKnwXkWDp,17
"UPSpFopeMaQZCVHa,MHKhXghwEsIRUNZs,18",7
"ejkdkZpvUEmGmiLhommp,tyzszOe",18
"llxybMqzOGfIbfQVk,uughk",17
"mPBwP,rUGbU,5",19
"ufqsuVz Ut,bmxzbCg Ba,7",19
"P ARsRtCLkBLYJQtRET,X IZaZbKTsJTGRYbZMB,8",1
"exbocTT ,ibfsgXX ,",17
oTAskdEQvug HfiA,22
"bprPQJOndYxGphaTtE,",11
"FwJJtc,JaNNxg,",13
"cZqPfobVJqCsHHcK,kHyXnwjD",21
"gUyjWqfdtiGkRnU,nBfqDxmkapNrYuB,7",22
"JfZYybTgsc,YuONnqIvhr,15",6
"TWDSYXjLbEwOQOdgbfF,FIPEKJvXn",15
"YoxAWu,HxgJFd,9",19
"lKFVGuBZXIdNnOQyRUQ,zYTJUiP",12
"ymivvOZXslU,lzv",2
"XuTaEG,WtSzDF,25",8
"sCZvPfu,yIF",24
"voiidwnbFOEmcRLuBLB,piccxqhvZIYgwLFoVFV,",8
"zggs ctl,vcco yph,22",25
kj cZqimJ akolHp,15
"EkJJolyYMmQ vtoC,WcBBgdqQEe",16
"KQLuz,DJEns,19",7
"zmzbuUgLiSlN,kxkmfFrWtDwY,11",23
"fnVXDmmnZE,saIKQzzaMR,13",14
"RmXARwSeFMnqXx,SnYBSxTfGNorYy,1",9
"pjJxsVXwbW,mgGu",6
"nhRHXaiUM,oiSIYbjVN,1",5
"ctXwwAzHk,arVuuYxFi,24",23
"cHrHuuXxeK,dIsIvvYyfL,1",25
"AhuUctoer,LsfFnezpc,11",19
SbhIpfdJoSPjX,14
"RBeeYlZikWx Ur,QAdd",8
"rsGkk,pqEii,24",21
"eDbqkliizKTJY,rQodxyvvmXGWL,13",7
"rADcufR Dgvl,",13
"XBTAJMtjR,FJBIRUbrZ,8",1
"asaQlCIeHN,dvdToFLhKQ,3",2
"mLaLF,aZoZT,14",22
"FUZqOJmY BZZt,APUlJ",23
"HSKLVFhzs,YJBCMWyqj,17",16
"nTWWPJyDwg,xDGGZTiNgq,10",12
"gwnSzRXilEKWAbjlVBo,zpgLsKQbeXDPTuceOUh",11
"GCtKntafWxVrNJHFd,UQhYbhotKlJfBXVTr,1",10
"JgCPBIbIEZPB,LiE",11
"ZIyQZGRjw,OX",14
"tZpCpPWcS,pVlYlLSyO",5
"MAcYcmI UfXyT,ZNpLpzV Hs",10
"OsAPkiYQbOiGoBG,GkSHcaQIt",8
"EIHWEZXeMuASVdRuWYxv,IMLAIDBiQyEWZhVyACbz,4",3
"fakwqxsQ,rmwicjeC,12",14
"gyNxAOTPbXgUqS,fxMwZNSOaWfTpR,25",6
"gpgiNFQJTWWVI,irikPHSLVYYX",15
"DbrXnMPkVrjXvL,GeuAqPSnYumAyO,3",2
"VgbyINqzjhNxmivKMcwn,KvqnXCfoy",16
"HujQFSWxN OcYCPoTRGX,XkzGVIMnD EsOSFeJHWN,16",6
"SkqIGgnpoR,TlrJHhoqpS,1",11
"MmtdexhauH ,H",9
"CnvObiCbD,BmuNahBaC,25",1
"jyCE kiD,vkOQ wuP,12",19
"jau wwhpFaSDYDC,zqk mmxfVqITOTS,16",7
"KWRwxF,UGBghP,10",21
"Hwv tRvZeEv,Ncb",8
"SEcAPDpya,BN",15
"gwAZffacPAj,xnRQwwrtGRa,17",25
"TvQXwH,UwRYxI,1",14
"VThPSLTjcqS,ZXlTWP",24
"FJtAFSVLWfGhJFj,HLvCHUXNYhIjLHl,2",25
"bwtxVG,zurvTE,24",7
"hzhtwRVxXKaWOIJ,asampKOqQDtPHBC,19",25
"HXbUyMQUWjoTgs,EUyRvJNRTglQdp,23",15
"WAsLyyDknfFhcOTP,ZDvObbGnqiIkfRWS,3",16
"HAjrKhtolSVjl,LEnvOlxs",3
dKR RlvjdePqRTGyao,6
kwWwkUfwqHfSBxcn,18
ZYLmcaXSVKS aIPTf,18
vItNlTJFYJNm,17
"EXPSOHl,XQILHAe,",19
"GzoOVm,KdsS",13
"NNsewNL,VVameVT,8",18
"pgHnQhcUVrcZpk,wnOuX",8
"wycQrOshwM,prvJ",14
"RacMvgotoHk,",8
"qrKrujmSIHkLIfCCpHZG,hiBiladJZYbCZwTTgYQ",13
"FqTyx N,ItWba Q,3",22
"SzuawUguhNIObzAPAE,RytzvTftgMHNayZOZD,25",2
"mqFaP,vzOjY,9",9
"zzfSXyPrS D,wwcPUvMoP A,23",11
"qOoODzUmp,dBbBQmHzc,13",7
"AFYuW,GLEaC,6",8
"e umXIWtHisVZtNdTl,z phSDRoCdnQUo",17
"eExScSK,lLeZjZR,7",2
"ueKUFbwjsjN,xhNXIezmvmQ,3",11
"rnojYdFGMqPCEggrfpq,zvwrGlNOUyXKMoo",1
pRfybjENqwKPuWHQIlzX,16
"ThBfwsIhmlfMhflOKMm,BpJneaQputnUpntWSUu,8",15
"BsdkYQBrCeOQS,MdovJBMcNpZBD,1",2
"pQKZIBinDU,tUODMFmrHY,4",20
"ceQiJTaX,prDvWGnK,13",2
"YNzJnOXagChmZvqByLk,RGsC",17
"HOVMuOUSngax,NUBSaUAYtmgd,6",12
ibeqVXiPgSTtH,19
"ZPbYhVaUqNYPpEYD,OEqNwKpJfCNEeTNS,15",25
"D mYWzXed,J sECfDkj",22
bNNNtScDJyjei,8
"yRgyRfndKPVfmcimYskA,lEtlEsaqXCIszpv",9
"mFyxnGJLV,bUnmcVYAK,15",25
"vQwnoIEh,nIofgAWz,1",22
"NWFWgeZpDgSy,HQZQayTjXaM",14
"MXCcJED,BMRrYTS,15",8
"DvRtZOSZ LwTFwPslT,QiEgMBFM",13
"eDyaSQWUqX,aZuwOMS",10
"rVcbBLShsewPBpk, q",12
"nobSTrSQMVsiRwOvIu,stgXYwXVRAxnWbTa",8
VvhKLcj XDEkcJMKgTt,16
LdunVWArSq,11
"mxWuZeGqiOyfkjwB,yjIgLqScuAkrwvi",15
"EQYlbnzLJtgAUcja,WIQdtfrDBlySMubs,18",22
"sLZKYnHaRROMC, wPDOCrLeVVSQG,",14
"EfgOmmab,QrsAyymn,12",5
"VPqktiINHiFiG,ZTuoxmMRLmJmK,4",24
ZOnpOHYZKyy,7
"efdVu,yzxPo,20",17
"cKkKkMlNIp,fNnNn",21
XZCvXubfhf,24
"CYeYhJhMOlHsMddlQ,",9
"brWFkciSB,dtYHmekUD,2",13
"qMXMnFCiqsXoQrS,yUFUvNKqyaFwYzA,8",22
"OkHMwv,GcZEon,18",6
"GMwcGYI,HNxdHZJ,1",2
"geVZNnm,pnEIWwv,9",7
"jzQXjoEsgKLehwxOPigD,fvMTf",12
"srYtynGqOF,edKfkz",10
bCNISqQQPeAaqNkwOOX,8
"rekuy,uhnxb,3",1
"MVXtLOstygEFRowEqA,YHJfXAefksQRDaiQcM,12",21
"BCSupsjlBvBwbn,TUKmhkb",3
"FvddvjCUAbF,XnvvnbUMStX,1",13
"fUTzcgGXn,qFEknrRI",9
"jjukJBkAwbF,vvgwVNwMinR,12",15
"NAzxJ,FSrpB,18",10
"qPhXBOe wCgOWi,zYqGKXn fLpXFr,9",11
"LvHdPf,ZjVrDt,14",8
"hVmNqXRrIqyx,rFwXaHBbSaih,10",12
"JyPoTxqnlMqzf,ZoFeJngdbCgpv,16",4
"LSLioNRe,OVOlrQUh,3",24
"sYqdJWUTUTNd,",2
"HFGDEqlSUCfGRQto,MKLIJvqXZHkLWVyt,5",25
"KKrCpCiEuHEEDgB,UUbMzMsOeROONq",4
DkVoMMcXqT,16
"cyWGBi,miGQLs,10",2
"TyhJRbKgALgoxMUZfsCr,GluWE",14
"hqeBpQIhqbZmQvFdiQp,focZnOGfozXkOtDbgOn,24",2
"JvLJIyFsHDsfjDNXS,RdTRQgNaPLanrLVFA,8",11
"xBUE qo ,vZSC om ,24",25
"f PIGiewzHlcEpwlwE,c MFDfbtwEizBmt",20
"KPfawF,PUkfbK,5",17
"jEFBEInWapW,g",25
"gyCApwbmXxMWf,ogKIxeju",25
"pbSwGa,ugXbLf,5",8
"FAGqfgiH,SNT",18
"OoeOhvAPz,CcsCvjODn,14",19
"gsmvpqbvCYbCOEEQxY,wiclfgrlSOrS",17
"TOPNLphEX TyLhyOOt,RMNLJ",7
"OBwMMqi,MZuKKog,24",10
"NDLjUzGyxVsQuUmvKMSF,IYGePuBtsQnLp",22
"gkRqMvOoltsgaTvEGt,swDcYhAaxfesmFhQSf,12",3
vwIWFFVv OfhC,21
VrcEkczbHz RYw,22
"lxEKjxNOBx,kwDJiwMNAw,",8
"lNYFwgkK,mOZGxhlL,1",10
"vVKP D,hHWB P,12",11
mHHnSwtcladA,21
"mDkQJBDtkFvCI,pGnTMEGwnIyFL,3",17
ssZAl IZza,23
"QxUCCJ,BiFNNU,11",13
"zezBWVPKiyQdLUeKBxd,bgb",1
"vqZAItpOzXVDrokKngW,faJKSdzYjHFNbyuUxqG,10",3
"RxbDdVbrxd,Tzd",4
"oB QeYiBbYFXkCj,uH WkEoHhELDqIp,6",1
"TOGAdNjKGc,IDVPsCyZVr,15",6
"DMQeGTKMMAm,RAEsUHYAAOa,14",14
"YBSx ynKZTcRA,EHYd etQFZiXG,6",4
"HykMWPChNnHfgMmZX,JamOYREjPpJhiOoBZ,2",5
"mvstLKQ ITz,udabTSY QBh,8",11
"VErWBbxzuwHoYSjrKkut,UDqVAawytvGnXRiqJjts,25",14
"eFUrQBxiza,yZOlKVrctu,20",21
"lgFOCM,mhGPDN,1",4
"bDayDEqidZDOtVl ys,pRo",20
"aErOyo,nReBlb,13",3
"nPBtG sjMUiG,qSEwJ vmPXlJ,3",9
"eBvJBwJNYOVQGfQZNuBc,sPjXPkXBMCJEUtENBiP",9
"HOezhSrnMJe,OVlgoZyuTQl,",3
CqFVrsbPzycu,25
"kWYCNPLRd,xJLPACYEq,13",19
"iXtPAyMGrkUhcWmy,lAwSDbPJunXkfZpb,",9
"vJElokbJODq,fTOvyulTY",19
"tYhnLENL,hMvbZSBZ,",11
"uDhJPBtNjBfg,hQuWC",18
"BCLGOYyGoEdV,PQZUCMmUcSrJ,14",8
"GDWOqmBT sf,SPIAcyNF ",17
"uYLAsvodTSQsqDD,mQDS",5
"ngpuVgd,unwbCnk,7",9
"SThWl,MNbQf,",23
"MizAIXTdZMbjsKyY,SofGODZjFShpyQeE,6",1
"vJDDvDkZXU,rFZZrZgVTQ,22",9
"yRoMqIMCckuVvEZlJse,uNkImEIYygqRrAVhFoa,22",7
"BAsErcUXQfWGk,AZrDqbTWPeV",4
"cLMpjqZL, qZAdxeNZ,14",14
"HWmRDlrNGaMT,MBrWIqwSL",21
"BvlaCgTx,OiynPtGk,13",7
"vHabt,qCvwo,21",13
"bShDaA,sJyUrR,17",24
"bEcDn,vYwXh,20",20
"TwVcGYQCyFHIAKoLs,HkJqUMEQmTVWOYcZg,14",14
mqivJjZvPs,14
"fITaE zn,dGRyC xl,24",12
"lsXHteKBD,biNXjuART",3
"AyjNoZHIHuRIl,CalPqBJ",24
"ivPViv,uhBHuh,12",23
"ssGHaWYYMZhXxt,ggUVoKMMANvLlh,14",14
camrxGacSK,25
"kmbqdyyac,xzodqllnp,13",12
"UrZGkrBVvriUNgLt,RoWDhoYSsofRKdIq",15
"njzdTukOswrqCl P,gcs",24
"dPTulwKfve,zLPqhsGbra,22",4
"hZamMod vu,vNoaAcr ji,14",16
"iKzoimwoAxPYNTLApLp,hJynhlvnZw",1
"kCZzx,vNKki,11",24
kzaOPhdLmkoKFgqLaYo,10
"aRmXaAbZqpERH,fWrCfFg",7
"kG kUBt,qM qAHz,6",20
"yIMPCFhnKSNnARUq Bd,iSWZMPrxUCXxKBEa Ln,10",12
"XtZauqCKraE,DzFgawIQxgK",4
NQdfNcSawMc,2
"oPUJNSRcBKzrK,hINCGLKvUDskD,19",20
"LSzavxcYg,GNuvqsxTb,21",2
svkrcwSJAqjs,3
"lGcmAdjSOdrVtH,zUqaOrxGCrfJhV,14",8
"sZmZOvaYh ,iPcPElqOx ",11
"dvoVS,ldwDA,8",20
"znfsalmB,rfxksdeT,18",12
"YlZcaqYxFR,NaOrpfNmUG,15",15
"suZzAdPHGTEqAA,qsXxYbNFERCoYY,24",23
uFmLghnRFYkqEi o,1
"mcLqRFcENBY,kaJoPDaCLZW,24",2
"PnTSbfwVTJECI,MkQPyctSQGBZF,23",2
"nOnLs,tUtRy,6",1
"aWlLkRq,fBqQpWv,5",2
"oeTcGdIMCyBAvYn,ukZiMjOSIeH",19
"hGcqQIRN,tSocCUDZ,12",11
"JBOumaCtkkYq,GYLrjxZqhhVn,23",7
"fhjwozTEU IPfHQCW,bdfskvPAQ ELbDMYS,22",13
"rBzydsQCMiEOqBAB,yIgfk",23
"GeqTdvfcdaOpZfFla,ZxjMwoyvwtHiSyYet,19",22
"SBnqxpZ,YHtwdvF,6",16
"TYqLEaVTGl OQWxDQoQ,AFxSLhCANs",23
"YkUVfB,LxHIsO,13",15
"lVLHieSjeWyBks,tDTPqmArmEgJsa,8",3
"dZYoXuq,eAZpYvr,1",14
"yRSlNX,zSTmO",14
"YwULMTVbehAPq,LjHYZGIoruNCd,13",15
"bbHxQ,ttZpI",16
"zYYTGzFlgnL,jII",4
"hCLAmDYcWJTtIGB,wRAPbSNrLYIiXVQ,15",3
"hBSpslAJmahAopH,iCTqtmBKnbiBpqI,1",1
bAGwiOoOqEkVF,9
"CVAuTFX,WPUoNZR,20",16
"ibEHxKGR,piLOeRNY,7",9
"nEdHfp,rIh",10
"escCMaEH fSSnk,xlvVFtXA yLLgd,19",12
"alLOFckTUkYiI EGm,ozZCTqyHIyMwW SUa,14",24
"XPDzu,NFTpk,16",2
"YIsEPO,SCmYJI,20",16
"DwnTFUYcsgmzzfYaBQLx,JctZLAEiyms",21
"hwWMSvj fxYT ie,dsSIOrf btUP ea,22",14
"uTmVCXDIynWtyw,xWpYFAGLbqZwbz,3",20
"fYahAFkXJZyRPgBIDHBm,bUwdWBgTFVuNLcX",3
"jgebiUfNNjnf,dayvcOzHH",7
"nrPsBZBFKWT rPIDfR,osQt",6
"gmayxPGvsW,vbpnmEVkhL,15",10
"ZCNyRSnvRsBYz,RUFq",9
FpAbHgYha P,7
"Et jFK,Wl bXC,18",23
"SjqkNdyjP,Cta",4
"cLSwJc,gPWaNg,4",20
"hjgyLPGzvqNUikwG,ikhzMQHawrOVjlxH,1",20
RdKkosAMfpNWmY,6
"dhHhpiHMygUovxL,zdDdleD",5
"qLSGXFN,xSZNEMU,7",24
"grzEVsv,sd",2
"LGYhzqAlLUzxmkuv,TOGphyItTChfuscd,8",16
"DTmdqKYkrRgJ,BRkboIWipPe",20
"CFeHhNQXK,",17
"qhorsdT, sjqtufV,2",3
"TGhPgzfH  klaZEK dnu,GTuCtmsU  xyn",13
"LUbPMGvNZvN,AJqEBVkCOkC,15",20
"RfnENwIzgIBsiDBldM,GucTClXovXQhx",7
"AXyXHTFHpTSvezM,VStSCOACkONqzuH,21",5
WLeNSaAPzJwDAuhx,20
"YVLsvJvzgRjguuDb,URHorFr",6
"dMLoYnAxrF,oXWzJyLicQ,11",4
mDeJyYnyfQwuW,18
"AOpvFcEPpxzoMnjZnycR,HVwcMjLW",6
"ZUPjsoDk,XSNhqmBi,24",20
"ZaPvET,MnCiRG",11
"JRuzgot,YGjovdi,15",23
"RiwueKMZvtlu,DuigqWYLhfxg,12",17
iKxWRNxPsmn,4
"WXKmo,ZANpr",2
"vnqSttycPiOcixG,hzc",7
"kCrJmflDJi,nFuMpi",5
"SkTsJCUhmbqC,MeNmDWObgvkW,20",16
"PDfZvoxHs,FTvPlenXi,16",16
"kroYEttGkVY,ovsCIxxKoZC,4",15
"ofCRCEPsjSTf,hyVKVXIlcLMy,19",17
"xaPtBeKrPIQQOQeopdEW,hkZdLoUbZSAAYAoyzn",6
"y OQdfQghVBO h,g WYlnYopDJW p,8",14
"RXfxfEKuMNqIE,EKsksRX",5
"evOTyuBIXjZ c,hyRWbxEL",8
"IfLVRWvwmE SL jYGnbB,RoUEAFefvN BU sHPwkK,9",12
"cZHIxBRrNIWc,nKSTiMCcYTHn,11",24
StbLHWmo XvzIbzn,13
LplBgAghdlhNcibw,6
"LlcCQDPTPUfHURhzyIjC,EevVJWIMINyANKas",10
"WRunTAaywpZa,IDgzFMmkibLm,12",20
"OotSefNisUAAXt,QqvUghPku",5
"HSnOub,KVqRxe,3",11
"zjoxXSZWEjTerRiQy,schqQLSPXcMxkKbJr,19",19
"bphXrKxviC,xldTnGtreY,22",12
"LyeqfwHkJVrJBAS,CpvhwnYbAMiASRJ,17",25
"XvtauBJOaLMcBsF,PnlsmTBGsDEu",7
"lcsmTezMGQ,dukeLwrEYI,18",12
"ialfE,jbmgF,1",10
iqJbfiCBHA,19
"oTXlCXRIeNFu,xCGuLGARnWOd,9",3
"zTNEZYwANjW,gAULGFdHUqD,7",18
"aZrHLYo gMqYGs,jIa",21
"kzQcOFoPdcibzdHBI,etKwIZiJxwcvtxBVC,20",12
"oMwWUrE,jHrRPmZ,21",14
"huniqjjnExon,mzsnvo",10
