Plaintext,Ciphertext,Shift Key
NfKBWoA hx,VnSJEwI pf,8
FfmQWa,ZzgKQu,20
KseVMKiQzwoWt,HpbSJHfNwtlTq,23
ylzVSHkUakTbMtAJmkYE,pcqMJYbLrbKsDkRAdbPV,17
tinE AzzVy,dsxO KjjFi,10
YeqAa,WcoYy,24
 MRXjDNooEC, ZEKwQAbbRP,13
MJqhSdaSdsWSCtxi,KHofQbyQbqUQArvg,24
WIGZQJatTtJhaRclZc,NZXQHArkKkAyrItcQt,17
UZfLYr,GLrXKd,12
ZrqcT,LdcoF,12
BSIdVjKsYR,MDToGuVdJC,11
WpaFXLkxW vrBNQnOccV,GzkPHVuhG fbLXAxYmmF,10
sTYtklQeaS ueiRfkOm,qRWrijOcyQ scgPdiMk,24
xsLhuae lkrvyrtZwk,wrKgtzd kjquxqsYvj,25
AGIRbWlGJkfh,FLNWgBqLOpkm,5
ATPjFeTrHpOzq,PIEyUtIgWeDof,15
hEuIskgFvpqYAjuZju,sPfTdvrQgabJLufKuf,11
fFDEIsVhxr,kKIJNxAmcw,5
SgGosFTtiPJjDpbqCN,MaAimZNncJDdXjvkWH,20
uRjLDEWeIQ JgTDsqzt,aXpRJKCkOW PmZJywfz,6
omqCbIbIYfHf,hfjVuBuBRyAy,19
JfEeEGeUpoBW,NjIiIKiYtsFA,4
IGaYyrZcewa,PNhFfyGjldh,7
xdumDRwGcr,msjbSGlVrg,15
wWqJrWajFRHzcLI,vVpIqVziEQGybKH,25
sTmrsYd KvRKCU Ok,pQjopVa HsOHZR Lh,23
uoNDTuPjLPuFXvHwZTMa,bvUKAbWqSWbMEcOdGATh,7
WxULWgw,YzWNYiy,2
xeOiCIsZlgtNPWf,ovFzTZjQcxkEGNw,17
wcgTsZWLppoHryPrnYL,jptGfMJYccbUelCeaLY,13
hEkykcZ,nKqeqiF,6
QiYr BrRudRtWwO,HzPi SiIluIkNnF,17
mEkNss,tLrUzz,7
bRfivsECxFq nOAn,nDruheQOjRc zAMz,12
afJwuUWRBRWpKQafDp,lqUhfFHCMCHaVBlqOa,11
sQFDJXNVawcSPg G,bZOMSGWEjflBYp P,9
IBNbHAj,DWIwCVe,21
vEDcOU,xGFeQW,2
DiWRSfdQqPC,PuIDErpCcBO,12
bixWol SK,qxmLda HZ,15
NvBBDTREBnFx v,QyEEGWUHEqIa y,3
XZOkrjE,GIXtasN,9
pKeUD,fAuKT,16
cuHKdZJdCkUEWUQn,kcPSlHRlKsCMECYv,8
KgxrDKNj,QmdxJQTp,6
W bqdFpPbKuT,H mboQaAmVfE,11
W HFUXZ,Z KIXAC,3
FagNFaUnBlODJIlOTp,VqwDVqKdRbETZYbEJf,16
jKKaiFixJ Jp,oPPfnKncO Ou,5
uuUNkLe,qqQJgHa,22
wKu EMwqnLfeJrC,yMw GOyspNhgLtE,2
 ybNWkOjffZlB, jmYHvZuqqKwM,11
bbYofdSijZwWRlfF,zzWmdbQghXuUPjdD,24
pKlVDZeodICHFcxP,bWxHPLqapUOTRojB,12
aUOBeUCNmvl,uOIVyOWHgpf,20
lZkhYxvYvhW,iWheVusVseT,23
AncEARyEmB Parlez,MzoQMDkQyN Bmdxql,12
oJppcoENy,gBhhugWFq,18
Hw mIN,Zo eAF,18
zsqAQyvTQRMzoxR,fywGWebZWXSfudX,6
dVALmfxoY COlJfPwR,jBGRslduE IUrPlVcX,6
XelFcnAAUwmQUZjh,AhoIfqDDXzpTXCmk,3
YwqNVKobGvkRvLCiO,HfzWETxkPetAeULrX,9
DAJFPY,HENJTC,4
nowKIEsBcaIyiyR LcaZ,efnBZVjStrZpzpI CtrQ,17
EXVod,CVTmb,24
PchHdUsnhiO,FsxXtKidxyE,16
XmXKVORnuVFNqlYCZ,YnYLWPSovWGOrmZDA,1
rqSdHfOgd,kjLwAyHzw,19
IwsGlDfrQRvi,EsoChZbnMNre,22
SwBZYyoQoOl,LpUSRrhJhHe,19
CiAocsyRQbIZr,VbThvlrKJuBSk,19
oOsbcUDwJCN,uUyhiAJcPIT,6
aYyWkA tzG,qOoMaQ jpW,16
KWqmXihyTQLqNdig,YKeaLwvmHEZeBrwu,14
JywKkq,YnlZzf,15
XSIOCF,PKAGUX,18
TtGRYD,XxKVCH,4
DOXVgmewtBgNrz,FQZXiogyvDiPtb,2
IbjeaFIdTGsMyns,OhpkgLOjZMySety,6
rMYsgOVBMhPz ri,eZLftBIOZuCm ev,13
EUBP i,FVCQ j,1
 YQ Biq, BT Elt,3
PARCgbXunbByujPW,LWNYcxTqjxXuqfLS,22
xjqyptefGaDKAr,oahpgkvwXrUBRi,17
PGuQlmhKwdPgMyvPA,TKyUpqlOahTkQczTE,4
kvLPK,bmCGB,17
TCZMrF,KTQDiW,17
PjqykS,CwdlxF,13
oPcvBJ oGwYrJfLn x,qRexDL qIyAtLhNp z,2
UEFtxHD,NXYmqAW,19
iXWGrLnLVkYN,yNMWhBdBLaOD,16
LPUdbzTpNrRKWLTNMk,JNSbzxRnLpPIUJRLKi,24
GuGAG ifQmjC RJ,HvHBH jgRnkD SK,1
YKVVSNftfarhM,PBMMJEwkwriyD,17
pQBbmcpxpD,dEPpaqdldR,14
hesgOREgxc,rocqYBOqhm,10
RVgAD Dv,TXiCF Fx,2
eFIBfat,rSVOsng,13
CKnzTg,PXamGt,13
VyUZnpEj,WzVAoqFk,1
yImBNHMfHYF,pZdSEYDwYPW,17
 GagkC, EyeiA,24
WbAzzUgck,KpOnnIuqy,14
loKG YdUbQnGJ,fiEA SxOvKhAD,20
znhwRjGM,bpjyTlIO,2
ewty wSm,zrot rNh,21
eHZecYmQeDi,cFXcaWkOcBg,24
zoXqxJppsOVGMKJ,vkTmtFlloKRCIGF,22
vusfIEMwEqpElLROA,srpcFBJtBnmBiIOLX,23
yznwbDqZkuHjWjJNljU,eftchJwFqaNpCpPTrpA,6
vEJxEOKI,hQVjQAWU,12
zKNoqzbtZ,mXAbdmogM,13
V UTYjcOcZFsbrWOWh,E DCHslXlIObkaFXFq,9
srFqGCweZbAmPPmzDk,yxLwMIckFhGsVVsfJq,6
jUKenrjWHqfXg,aLBveiaNYhwOx,17
s NsDnE,a VaLvM,8
lrgwOazVlzPhpY,mshxPbaWmaQiqZ,1
vYiSNVKt,gJtDYGVe,11
eEILbU,uUYBrK,16
sGvdVRHEOeyKMkqMjQj,cQfnFBROYoiUWuaWtAt,10
aIOeOyqhNjpoLP E,gOUkUewnTpvuRV K,6
sZDdYy,nUYyTt,21
JCaGRtPPYTeTHDo,VOmSDfBBKFqFTPa,12
UDatlrCvuopF,PYvogmXqpjkA,21
qKMR nMFhzAsT,jDFK gFYasTlM,19
SulkmGPzqp,NpgfhBKulk,21
CXYd PGkEK,SNOt FWaUA,16
AOkzPSocctYx,YMixNQmaarWv,24
ehqwqiunncK,ybkqkcohhwE,20
n YqHFzl,y JbSQkw,11
gbctbFbUnco QYumYG,rmnemQmFynz BJfxJR,11
UUhlrPMQVSuFfMBHN,CCptzXUYDAcNnUJPV,8
fWbEeudAfih,kBgJjziFknm,5
JwtxkcNX,SfcgtlWG,9
wSvRunpGDqjRV,yUxTwprIFslTX,2
CRRvtqcINUM oN,TIImkhtZELD fE,17
swouuVwFMAFj,txpvvWxGNBGk,1
ClHEajwxDMqHrdJKOSn,TcYVranoUDhYiuABFJe,17
WnbtZrosGPLTQvczA,RiwoUmjnBKGOLqxuV,21
MGIglzlS,PJLjocoV,3
OYLSG,QANUI,2
dBefB,fDghD,2
WERFpJdzH OQ,CKXLvPjfN UW,6
WA dJpFCRBcjtdqRR,AE hNtJGVFgnxhuVV,4
YhRf DSqHK zzwMq,IrBp NCaRU jjgWa,10
edGSi,jiLXn,5
 amMwDhvQF, lxXhOsgBQ,11
whIAZkLnqViCveKSHa,ozASRcDfiNaUnwCKZs,18
PPdkoOtKcTjP,YYmtxXcTlCsY,9
TsmCSDmm,LkeUKVee,18
ryijRdPNyXBvUB,qxhiQcOMxWAuTA,25
ySVcjqsc,pJMtahjt,17
 sgkWPkoHAsyUaekbjY, jxbNGbfYRjpLrvbsaP,17
BhDcKqVz qAelaM,LrNmUaFj aKovkW,10
kAoafQSxUtTfysgbGHS,eUiuzKMrOnNzsmavABM,20
dgcNfwnEG,wzvGypgXZ,19
VzpqOHGeDxZmGIj,DhxyWPOmLfHuOQr,8
juaZvlxyHlesP,kvbAwmyzImftQ,1
RYWmiZQn,XECsoFWt,6
wAvXHflXiX,zDyAKioAlA,3
BrExJCxJ,RhUnZSnZ,16
ClYhHcbaD,LuHqQlkjM,9
crvMYpZNNlcAEziavj,zosJVmWKKizXBwfxsg,23
pbFfkzyaufm,dpTtynmoita,14
PccchJhuRGHZyCs,GtttyAylIXYQpTj,17
jRiDRGYWaUX,yGxSGVNLpJM,15
xHUMtrQoepdFv,tDQIpnMkalzBr,22
DMFRsY,TCVHiO,16
UedvwaGlMQY OclLEnA,OyxpquAfGKS IwfFYhU,20
UMCSOqrvhZ,PHXNJlmqcU,21
lJvlKeNWnrgqtuX kcmi,mKwmLfOXoshruvY ldnj,1
fojDtDQgYIlOA,qzuOeOBrJTwZL,11
FGjqVok,DEhoTmi,24
jSAKi amsG,yHPZx pbhV,15
MsLcXCYvAS,WcVmHMIfKC,10
fNsCkCk QGGwyoRCSvd,oWbLtLt ZPPfhxALBem,9
WtUHCSHcULgSovST bVe,LiJWRHWrJAvHdkHI qKt,15
RsrJlBf,FgfXzPt,14
bRSErRgXxEINGqGUY,hXYKxXmDdKOTMwMAE,6
wztbD TiqvLFNXrE,cfzhJ ZowbRLTDxK,6
DcfZgZzVosnxe,GfiCjCcYrvqah,3
SVVHViqOpM,RUUGUhpNoL,25
PYMbyrlaQyRVv,GPDspicrHpIMm,17
NfuSzvcVcsKcOJMFoSED,JbqOvryRyoGyKFIBkOAZ,22
anPVPZaUWLYvjFKApJ,mzBHBLmGIXKhvRWMbV,12
UUIqIaUbJLIpYCy,BBPxPhBiQSPwFJf,7
cOnWDZxpQifzPbEpk,nZyHOKiaBtqkAmPav,11
VLbbtePS,LBrrjuFI,16
RrPmthLg,KkIfmaEz,19
MVZYInqhusvbqSKgPpeo,CLPOYdgxkilrgIAwFfue,16
plNtshxWSMe,dzBhgvlKGAs,14
hrHTWqcHpqoiftmCkyDn,scSEHbnSabztqexNvjOy,11
hTIckrYtXWGewfeR,oAPjryFaEDNldmlY,7
Thjuu WzhSoXoaC,Xlnyy AdlWsBseG,4
Qfexq,Shgzs,2
QqqCDwykD cFL,JjjVWprdW vYE,19
uuHIcePXHYULc,ddQRlnYGQHDUl,9
IerHkGMiD,SobRuQWsN,10
BD iIgUKmsK,PR wWuIYagY,14
aBsYiKH nqbzGItwLuu,bCtZjLI orcaHJuxMvv,1
NswqDrUWOVnhfOOkIkEp,ChlfSgJLDKcwuDDzXzTe,15
tqKWbEEzCH,bySEjMMhKP,8
stRBzymIQwzlSZL,ijHRpocYGmpbIPB,16
RivtuP,SjwuvQ,1
ZzFjlTTOvXmxIBAGo,KkQuwEEZgIxiTMLRz,11
Zvt UrqEkDwI LwKKr,Gca ByxLrKdP SdRRy,7
RIygMfUDqLpf,OFvdJcRAnImc,23
DJHpFsbukrKsUpZe WbB,PVTbRengwdWeGbLq InN,12
HJIopUujF,OQPvwBbqM,7
xhISVZRBjDXmbagXW,dnOYBFXHpJDshgmDC,6
MSVZLklrvU,KQTXJijptS,24
hDaPO,eAxML,23
riHrBwtVtpSkw,ypOyIdaCawZrd,7
vsuW xPfZm,zwyA bTjDq,4
JVrpoovo,NZvtsszs,4
VavsvSAXndpaOLKFn,EjebeBJGwmyjXUTOw,9
eEWSikUwSjMLbEkRYH,lLDZprBdZqTSiLrYFO,7
YNOjGCe,DSToLHj,5
UwQsuBvAjz,MoIkmTnSbr,18
vgyUnyDpQFkNNuQIfLU,hskGzkPbCRwZZgCUrXG,12
MlgkcQAd,BavzrFPs,15
pZInmHykZZhUN,kUDihCtfUUcPI,21
RTOxeruApWPgy,NPKtanqWlSLcu,22
oWbWifnDkHUGwRGGa,zHmHtqyOvSFRhCRRl,11
zKqOypzQPXkXrIUl,iTzXhyiZYGtGaRDu,9
ruDmV,twFoX,2
zDUiHjl x,yCThGik w,25
LfCVnxkYRXRJsAiyfNq,XrOHzjwKDJDVeMukrZc,12
DIhGnFCekIrvpZy,KPoNuMJlrPycwGf,7
PmGWPUImSTxGAuck,GdXNGLZdJKoXRltb,17
IchAYmLj,UotMKyXv,12
QJapwLiXNOQ,FYpelAxMCDF,15
vXhcgFfXEq,uWgbfEeWDp,25
DpISE,WiBLX,19
DlryKb,UcipBs,17
ezRjzn ahg,mhZrhv ipo,8
SXJuSzRCQR hL,ZEQbZgYJXY oS,7
dW gyaIJPBxEwGJ,cV fxzHIOAwDvFI,25
jBkNWZw,oGpSBEb,5
 pUVOvdcqeVJoECof, bGHAhpocqHVaQOar,12
VcpKkQqRBLtI,SzmHhNnOYIqF,23
uicLVPfn,ymgPZTjr,4
IrNAfBBzbYfWcXQrVq,VeANsOOmoLsJpKDeId,13
qSNSUWBrRc,wYTYACHxXi,6
IJvsvMokk,MNzwzQsoo,4
MkGBTjfEgGFXMQlAPt,ZxTOGwsRtTSKZDyNCg,13
XWUMsmzJReGojvqnUdG,HGEWcwjTBoQytfaxEnQ,10
HJJWUpbfTdjtfPX,EGGTRmycQagqcMU,23
yPWOCBCwWmtN,xOVNBABvVlsM,25
EpMSTntFNNrhFiGtKJp,VgDJKekWEEiyWzXkBAg,17
jGCitysePfsJ,bYUalqkwHxkB,18
SmFCuvOaaPB,XrKHzaTffUG,5
oUIyDasUjTeYuiHZyEpt,vBPfKhzBqAlFbpOGfLwa,7
mXBQG,sDHWM,6
yMvlgtzIiGFTiXbbfa,mAjzuhnWwUTHwLppto,14
JxVYrdfZkSZghjs,SgEHamoItBIpqsb,9
WYEYXZ byB gQHmp,BDJDCE gdG lVMru,5
yFVGiyJjnByDZacEdtSX,uBRCeuFfjXuZVwyAzpOT,22
FQDBaVtsZRsWvGym,OZMKjEcbIAbFePhv,9
cwgyZT,hbldEY,5
ejE dEsxYwBOaV,lqL kLzeFdIVhC,7
EeaepQAqiDCO,PplpaBLbtONZ,11
zrRAnJ,phHQdZ,16
YrwTkDakVK,DwbYpIfpAP,5
VqqrMF,DyyzUN,8
DONieXMDn,MXWrnGVMw,9
gPQXPakaTgVgQLRe,bKLSKvfvObQbLGMz,21
csMVVbRrkwNUuJlSojE,aqKTTzPpiuLSsHjQmhC,24
PcXnHUHflSLTRnvmTS,YlGwQDQouBUCAwevCB,9
UBlqvZV JMdHhgwMOI,FMwbgKG UXoSsrhXZT,11
SyKgHS,NtFbCN,21
c iZxn,t zQoe,17
tcsSeKVp,raqQcITn,24
N UXyB,X EHiL,10
EDRdPI,POCoAT,11
xRbVgD SZio,pJtNyV KRag,18
rIetdomYhK,kBxmwhfRaD,19
ZjLRfvafV,YiKQeuzeU,25
l ewvjiPHA,z skjxwDVO,14
ACsVcxjcpHGgoljQw,SUkNupbuhZYygdbIo,18
gBdmwRZlqUsiIMqkojUL,nIktdYGsxBzpPTxrvqBS,7
FTxvFXTBtGOCOklKKBj,IWayIAWEwJRFRnoNNEm,3
ycXYCefhjfmjRcwsTzDf,osNOSuvxzvczHsmiJpTv,16
bRjyRQaVOMQZK,pFxmFEoJCAENY,14
rOGjDKk,tQIlFMm,2
ZcLFgLuOUksMeUEjO,WzICdIrLRhpJbRBgL,23
vIZHFhwBR,hULTRtiND,12
rtmcdSFHdJYDSKXV ,hjcstIVXtZOTIANL ,16
usrmBuUq bJMfFQhm,gedyNgGc nVYrRCty,12
pbtcBEraGbIqcguVP,zldmLObkQlSamqeFZ,10
QyQnwgfUnrnUcZEtMaw,ZhZwfpoDwawDlINcVjf,9
GGPAMbZwQQOPVxWFv,SSBMYnLiCCABHjIRh,12
DpxpmrSj,RdldafGx,14
 LRRzs, RXXfy,6
siXLRNn,mcRFLHh,20
UlMGtmmO,GxYSfyyA,12
GgdzPM,NnkgWT,7
LInwJcvDk,AXclYrkSz,15
wQuoqBVtOEFWLjYnpUh,dXbvxICaVLMDSqFuwBo,7
aobInYDuPeeSMwh,znaHmXCtOddRLvg,25
ncbiEXeDubeAx,vkjqMFmLcjmIf,8
RIgYEpgyMIwwpF,XOmEKvmeSOccvL,6
cE dRhJOwVA,iK jXnPUcBG,6
Jh WQazCAI,Wu JDnmPNV,13
zBRnkxoJotRjseBsc,xZPlivmHmrPhqcZqa,24
yGXiAh,zHYjBi,1
HleWkW,WatLzL,15
iGlqvnRvM yLLOGGQV,tRwbgyCgX jWWZRRBG,11
VnwmmIzEluIyv,IajzzVmRyhVli,13
SFHPbiWzSo,UHJRdkYbUq,2
tWkxQcSWHsylmr,bEsfYkAEPagtuz,8
YMsydYiM,BPvbgBlP,3
CLxahzJ,IRdgnfP,6
uIlOm mGaLr,hVyBz zTnYe,13
tnOdnJQmBWPhLl,lfGvfBIeTOHzDd,18
AmyMOWbiNDFn,CoaOQYdkPFHp,2
z HRFkJyaIoUpaEzHIbl,q YIWbAprZfLgrVqYZsc,17
hYhJbnAapb,cTcEwiVvkw,21
eAnNb,kGtTh,6
FPxJfaFeJSNLivV,NXfRniNmRAVTqdD,8
bHUYFZIIFk,wCPTAUDDAf,21
iqcJpUDcwITsQ,zhtAgLUtnZKjH,17
EohEPDvcLPoR,PzsPAOgnWAzC,11
IHymZk ugaVeuJ,FEvjWh rdxSbrG,23
FAgrIXQuQytAJJTGr,UPvgXMFjFniPYYIVg,15
WCNzuyR,UALxswP,24
IoSLHrm qqDoSN,MsWPLvq uuHsWR,4
bqmELrlSh,ixtLSysZo,7
ZFvlmRzfPpxZBocduF,MSiyzEmsCckMObpqhS,13
wzyGRgeJYTqzZLFxa,fihPApnSHCziIUOgj,9
UpupG,RmrmD,23
j WTTbOPyxFNFVhPGlM,o BYYgTUdcKSKAmULqR,5
mAwoZB,oCyqBD,2
iQVtbItpJIPFYhdZ,lTYweLwsMLSIBkgC,3
ercJBLC,sfqXPZQ,14
 FgaauhOlqUdNQGHL, ZauuobIfkOxHKABF,20
uKcSJGHrcsYFrvB,pFxNEBCmxnTAmqW,21
gaiZqUpgwZYEtOXUjV,nhpGxBwndGFLaVEBqC,7
RtPHyuxrF,UwSKbxauI,3
JeSVFRNqCqEdfIV,VqEHRDZcOcQprUH,12
BIOUCbdrFIfxLcOaPu,TAGMUtvjXAxpDuGsHm,18
neWJVkgfSzLj o,ofXKWlhgTaMk p,1
nDlBwg,wMuKfp,9
zoeqRpdgmc,peugHftwcs,16
hZxkDBnND,eWuhAYkKA,23
hCYHGqbjICFi ,kFBKJtemLFIl ,3
JndqSbbtNqrvizHLEGw,PtjwYhhzTwxbofNRKMc,6
AVDay JyinLSF,LGOlj UjtyWDQ,11
CtFfyfIDn kqcjn,BsEexeHCm jpbim,25
pvYsWvRKz,ekNhLkGZo,15
hIIFIxruEeRvx,eFFCFuorBbOsu,23
FZzPCpdGpOoTmhCHNqzs,TNnDQdrUdCcHavQVBeng,14
ztlDUthCRRVWVCjCmx,pjbTKjxSHHLMLSzScn,16
WWdTFhuE,TTaQCerB,23
VEITQkOMCjTggbmPnBw,LUYJGaECSzJwwrcFdRm,16
VOPlgh QelbynQ,CVWsno XlsifuX,7
WURvxcKx,PNKoqvDq,19
yagOnwtkIxpoj,vxdLktqhFumlg,23
JaCTBxToWIO,PgIZHdZuCOU,6
IpiXUCAv,FmfURZXs,23
hNGoFDlPWbBYOAf,eKDlCAiMTyYVLXc,23
tMBZyQrzrf,fYNLkCdldr,12
TSaSlVG,LKsKdNY,18
CGTopIMv,YCPklEIr,22
uMGtaEyJqVwp,kCWjqUoZgLmf,16
GCxHSzjqFc U,NJeOZgqxMj B,7
 AtZrYLL ONbzEC, XqWoVII LKywBZ,23
AWvvftXQqxrSPB,BXwwguYRrysTQC,1
mrgwuPuJbGdtp,glaqoJoDvAxnj,20
srZsFIs,ihPiVYi,16
mJJQyyMQ n,tQQXffTX u,7
FTnLKTDySVpFJju RAg,YMgEDMWrLOiYCcn KTz,19
kUeoFSAFBKBoIIPJal,bLvfWJRWSBSfZZGArc,17
YutZSgY,WsrXQeW,24
KibYwO,OmfCaS,4
itoIMlkZipvcUcu,vgbVZyxMvcipHph,13
JPKqxfmZfjKf,IOJpwelYeiJe,25
bcFNdgu,klOWmpd,9
wEgSZLqUyQyUgmOC,dLnZGSxBfXfBntVJ,7
epsMI,sdgAW,14
IJTHBFMV YVcvwcco,GHRFZDKT WTatuaam,24
FyCHYfTQnuTocfZRc,DwAFWdROlsRmadXPa,24
BjmngFyAVKaNXxGyR,HpstmLeGBQgTDdMeX,6
kEyZnSJmGwKGhw,xRlMaFWzTjXTuj,13
aaKeQLsxPUZjiZcWkj,qqAuGBinFKPzyPsMaz,16
f fsfWAgK,s sfsJNtX,13
jKyoUZWBrv,rSgwCHEJzd,8
XtFMnjtDLNRLolpSFsuM,AwIPqmwGOQUOrosVIvxP,3
 YWUtWCshWMIvrKX, ZXVuXDtiXNJwsLY,1
NYYM FcHxmtniWE,MXXL EbGwlsmhVD,25
SCUFkKEWbf,JTLWbBVNsw,17
PPzDGig,YYiMPrp,9
wGbTNvbXMYynLH,pZuMGouQFRrgEA,19
UpNmeXUXHDnKPr,ToMldWTWGCmJOq,25
vgOPapGgvELmnZxK,xiQRcrIixGNopBzM,2
UPTlynVIhAcG,AVZretBOnGiM,6
OCiKucWFppzR,UIoQaiCLvvfX,6
QETJcgbK,RFUKdhcL,1
UunFNYpToLsUL,XxqIQBsWrOvXO,3
YnMzfs ,HwViob ,9
jGB ptHRm,iFA osGQl,25
uMKVIOkvtGxmLOz,jBZKXDzkiVmbADo,15
CMczXUD,EOebZWF,2
hLvTLBcShET,sWgEWMnDsPE,11
hrcusReHKZryOYJ,cmxpnMzCFUmtJTE,21
eMmBxH,kSsHdN,6
pkjOHxZdoydpWGP,idcHAqSwhrwiPZI,19
ZQjmBeDvtJVGqlw,WNgjYbAsqGSDnit,23
izijVlIdc,dudeQgDyx,21
fJdvkdQwR P IQpCiUj,bFzrgzMsN L EMlYeQf,22
JY QFAFKxjCAak,RG YNINSfrKIis,8
jXOkL,kYPlM,1
yXdFh,lKqSu,13
PkDTnXLRpvsocl,EzSIcMAGekhdra,15
ralwxWgqoogqlC,ircnoNxhffxhcT,17
sfDzfYmmobmPHiEnu,dqOkqJxxzmxAStPyf,11
ZruDDVkMcxPVfsQNpqoz,RjmVVNcEupHNxkIFhigr,18
ungSllU,bunZssB,7
lBPdapfxEgilEKT,aQEspeumTvxaTZI,15
nxZOaYhnZedzTsX,ueGVhFouGlkgAzE,7
fvAZkTSEfHGhzwu,gwBAlUTFgIHiaxv,1
CHryZJWfCI,WBlsTDQzWC,20
S WLps,G KZdg,14
SDJxsvYn,TEKytwZo,1
ldnrmQGVGZuTMN,umwavZPEPIdCVW,9
olCKQkzpTqvAoVvYaPe,pmDLRlaqUrwBpWwZbQf,1
LGvuZUzkDF,HCrqVQvgZB,22
PalAEQbFud,JufUYKvZox,20
EaeOdiZfpS,OkoYnsJpzC,10
sAUtbRBmeKbPE,mUOnvLVgyEvJY,20
sWqLAcZ,vZtODfC,3
mVVSSqljXlzCMywkI,zIIFFdywKymPZljxV,13
keaVLm,qkgBRs,6
AmQfCQsgvIslQ,EqUjGUwkzMwpU,4
VE hE,IR uR,13
XCksnviqjePvZj V,JOwezhucvqBhLv H,12
pEaeDydMpNsayZR,cRnrQlqZcAfnlME,13
gkAhOIipRf,imCjQKkrTh,2
Tfwdcf,Gsjqps,13
aYiCsrtgfzRDVinMpi,kIsMcbdqpjBNFsxWzs,10
xzzhNhgXUMYhTvGigygG,acckQkjAXPBkWyJljbjJ,3
vEMYsC TDD,fOWIcM DNN,10
kLRuLn,rSYbSu,7
VLGxS,LBWnI,16
YkTGBBDfXuSFQqXoul,CoXKFFHjByWJUuBsyp,4
VSGGQyjpIiXvfqV,IFTTDlwcVvKisdI,13
KOvSssn,OSzWwwr,4
 zKcqEeySVTzcDp, nYqeSsmGJHnqRd,14
vBWtItknngBGLYvHdcs,rXSpEpgjjcXCHUrDzyo,22
msgHVMdvRQtcPspkWJiQ,ciwXLCtlHGjsFifaMZyG,16
IYkRvDQYrzqxmXNoTW,BRdKoWJRksjqfQGhMP,19
JTULn,BLMDf,18
gdDPHkBqwPwxCyPlBhWe,byYKCfWlrKrsXtKgWcRz,21
UUGUz,KKWKp,16
jdJjAURcvJpsYWauynv,smSsJDAleSybHFjdhwe,9
CIfClYjvJxRhifL ,TZwTcPamAoIyzwC ,17
rglD lEnxdNRqpU,lafX fYhrxHLkjO,20
RMCTkYl,CXNEvJw,11
OdnxyttjXDUVw,CrblmhhxLRIJk,14
VgXGMA,KvMVBP,15
cFLFaIfsTwULjEA,xAGAvDanOrPGeZV,21
xjgBQ,lxuPE,14
sfBnIzerRLvOgY,fsOaVmreEYiBtL,13
oUwffHMOeMBqoFi,dJluuWBDtBQfdUx,15
GJOwrS ddfoy,MPUcxY jjlue,6
BaK DIhyVISfeE,XwG ZEduREObaA,22
qlSKigTxlBtQ,niPHfdQuiYqN,23
UyvRMNTAvp,XbyUPQWDys,3
CZfFurLqKgDOXvW,FCiIxuOtNjGRAyZ,3
DHvIUyyVCFG,UYmZLppMTWX,17
AeJXhefX,GkPDnklD,6
TkECGLRrrRDU,RiCAEJPppPBS,24
uxbTEElJR,twaSDDkIQ,25
EjnBjDWwp,RwaOwQJjc,13
IQEDvCVy,CKYXpWPs,20
xkWxWv snDEmmIXLZdxG,cpBcBa xsIJrrNCQEicL,5
zncNfyqxTkSeFwcxR,gujUmfxeArZlMdjeY,7
CuFkfGCakDceA,FxIniJFdnGfhD,3
xdjtfwxzktwIYRgg,syeoarsuforDTMbb,21
gTUCzsertQZp,zMNVslxkmJSi,19
QuvVmiKtKbesKOdghOOO,OstTkgIrIzcqIMbefMMM,24
VHouQTB,COvbXAI,7
MNwwgZWETwXcyx,YZiisLIQFiJokj,12
gNlNVwsYGMshmvWOgXpz,dKiKStpVDJpejsTLdUmw,23
NauDFEpuOPipmjgZiCgp,GtnWYXinHIbifczSbVzi,19
iFjKN,mJnOR,4
MjxbrJAFB,CznrhZQVR,16
FEUjWJCnXAMETmJV,MLBqDQJuEHTLAtQC,7
lyVRjkp,erOKcdi,19
xbOgBS,aeRjEV,3
MK qPnSI,BZ fEcHX,15
VFkGXckQx jU,SChDUzhNu gR,23
RPqyRVBe,GEfnGKQt,15
ALHQrS,NYUDeF,13
nRnyML,gKgrFE,19
bsxLXBZhp LzOM,xotHTXVdl HvKI,22
PTlAciBmhV,OSkZbhAlgU,25
dZEaYHvrD,gCHdBKyuG,3
vCT XhmacJqiPGdkwh,fMD HrwkmTasZQnugr,10
CzWBzxhthzlYiDSpSI,VsPUsqamaseRbWLiLB,19
DSVuBHffSHgNONTcQyN,ETWvCIggTIhOPOUdRzO,1
zhxCBn,fndIHt,6
uhoDAS,ylsHEW,4
OaJKGOSCgXaVPU,XjSTPXBLpGjEYD,9
RKyXNBMkXfEuynvZ,YRfEUITrEmLbfucG,7
zDZmbGQsZI ESoVWXMGK,sWSfuZJlSB XLhOPQFZD,19
VztDZjvDFFWCJvMCG,RvpZVfrZBBSYFrIYC,22
TcYHSsQHykGHdME,MvRALlJArdZAwFX,19
VrGLefjXSVsB,MiXCvwaOJMjS,17
cnQWwyswi,bmPVvxrvh,25
ztkDLdeFDPMkrHicUtf,vpgZHzaBZLIgnDeyQpb,22
QPLr OsbAklj,MLHn KoxWghf,22
LqPVHC,EjIOAV,19
ftgbj,wkxsa,17
RxPGQtHNiULkRcydHjPb,EkCTDgUAvHYxEplqUwCo,13
dytKLMvmmeoOdmbTjn,lgbSTUduumwWlujBrv,8
